Query	B+-Tree	Skan	Adaptive Merging	extendend Adaptive Merging	PCM Adaptive Merging
806	0.009001	0.070703	0.009871	0.009191	0.009091
807	0.009001	0.070703	0.009948	0.009247	0.009121
808	0.009001	0.070703	0.009784	0.009156	0.009092
809	0.009001	0.070703	0.009809	0.009166	0.009092
810	0.009001	0.070703	0.009903	0.009217	0.009091
811	0.009001	0.070703	0.009916	0.009222	0.009121
812	0.009001	0.070703	0.009854	0.009197	0.009092
813	0.009001	0.070703	0.009953	0.009238	0.009121
814	0.009001	0.070703	0.009854	0.009197	0.009092
815	0.009001	0.070703	0.009854	0.009197	0.009092
816	0.009001	0.070703	0.009759	0.009145	0.009062
817	0.009001	0.070703	0.009941	0.009232	0.009121
818	0.009001	0.070703	0.009809	0.009166	0.009092
819	0.009001	0.070703	0.009816	0.009181	0.009092
820	0.009001	0.070703	0.009916	0.009222	0.009121
821	0.009001	0.070703	0.009784	0.009156	0.009092
822	0.009001	0.070703	0.009916	0.009222	0.009121
823	0.009001	0.070703	0.010023	0.009279	0.009122
824	0.009001	0.070703	0.009821	0.009171	0.009092
825	0.009001	0.070703	0.009734	0.009135	0.009063
826	0.009001	0.070703	0.009746	0.009140	0.009062
827	0.009001	0.070703	0.009890	0.009211	0.009091
828	0.009001	0.070703	0.009784	0.009156	0.009092
829	0.009001	0.070703	0.009746	0.009140	0.009062
830	0.009001	0.070703	0.009923	0.009237	0.009112
831	0.009001	0.070703	0.009866	0.009202	0.009092
832	0.009001	0.070703	0.009715	0.009115	0.009063
833	0.009001	0.070703	0.009854	0.009197	0.009092
834	0.009001	0.070703	0.009734	0.009135	0.009063
835	0.009001	0.070703	0.009809	0.009166	0.009092
836	0.009001	0.070703	0.009759	0.009145	0.009062
837	0.009001	0.070703	0.009828	0.009186	0.009092
838	0.009001	0.070703	0.009890	0.009211	0.009091
839	0.009001	0.070703	0.009677	0.009100	0.009062
840	0.009001	0.070703	0.009784	0.009156	0.009092
841	0.009001	0.070703	0.009709	0.009125	0.009062
842	0.009001	0.070703	0.009734	0.009135	0.009063
843	0.009001	0.070703	0.009677	0.009100	0.009062
844	0.009001	0.070703	0.009652	0.009089	0.009062
845	0.009001	0.070703	0.009973	0.009258	0.009121
846	0.009001	0.070703	0.009879	0.009207	0.009092
847	0.009001	0.070703	0.009759	0.009145	0.009062
848	0.009001	0.070703	0.009821	0.009171	0.009092
849	0.009001	0.070703	0.009697	0.009120	0.009062
850	0.009001	0.070703	0.009702	0.009110	0.009062
851	0.009001	0.070703	0.009709	0.009125	0.009062
852	0.009001	0.070703	0.009722	0.009130	0.009062
853	0.009001	0.070703	0.009690	0.009105	0.009062
854	0.009001	0.070703	0.009671	0.009109	0.009062
855	0.009001	0.070703	0.009809	0.009166	0.009092
856	0.009001	0.070703	0.009784	0.009156	0.009092
857	0.009001	0.070703	0.009841	0.009191	0.009092
858	0.009001	0.070703	0.009796	0.009161	0.009092
859	0.009001	0.070703	0.009722	0.009130	0.009062
860	0.009001	0.070703	0.009558	0.009039	0.009033
861	0.009001	0.070703	0.009866	0.009202	0.009092
862	0.009001	0.070703	0.009664	0.009094	0.009062
863	0.009001	0.070703	0.009841	0.009191	0.009092
864	0.009001	0.070703	0.009759	0.009145	0.009062
865	0.009001	0.070703	0.009804	0.009176	0.009112
866	0.009001	0.070703	0.009639	0.009084	0.009062
867	0.009001	0.070703	0.009828	0.009186	0.009092
868	0.009001	0.070703	0.009702	0.009110	0.009062
869	0.009001	0.070703	0.009684	0.009114	0.009062
870	0.009001	0.070703	0.009690	0.009105	0.009062
871	0.009001	0.070703	0.009696	0.009120	0.009062
872	0.009001	0.070703	0.009722	0.009130	0.009062
873	0.009001	0.070703	0.009639	0.009084	0.009062
874	0.009001	0.070703	0.009796	0.009161	0.009092
875	0.009001	0.070703	0.009627	0.009079	0.009062
876	0.009001	0.070703	0.009746	0.009140	0.009062
877	0.009001	0.070703	0.009734	0.009135	0.009063
878	0.009001	0.070703	0.009722	0.009130	0.009062
879	0.009001	0.070703	0.009690	0.009105	0.009062
880	0.009001	0.070703	0.009639	0.009084	0.009062
881	0.009001	0.070703	0.009614	0.009073	0.009032
882	0.009001	0.070703	0.009684	0.009114	0.009062
883	0.009001	0.070703	0.009664	0.009095	0.009062
884	0.009001	0.070703	0.009709	0.009125	0.009062
885	0.009001	0.070703	0.009690	0.009105	0.009062
886	0.009001	0.070703	0.009659	0.009104	0.009062
887	0.009001	0.070703	0.009690	0.009105	0.009062
888	0.009001	0.070703	0.009722	0.009130	0.009062
889	0.009001	0.070703	0.009722	0.009130	0.009062
890	0.009001	0.070703	0.009652	0.009089	0.009062
891	0.009001	0.070703	0.009601	0.009068	0.009032
892	0.009001	0.070703	0.009652	0.009089	0.009062
893	0.009001	0.070703	0.009614	0.009073	0.009032
894	0.009001	0.070703	0.009639	0.009084	0.009062
895	0.009001	0.070703	0.009659	0.009104	0.009062
896	0.009001	0.070703	0.009677	0.009100	0.009062
897	0.009001	0.070703	0.009627	0.009079	0.009062
898	0.009001	0.070703	0.009577	0.009059	0.009033
899	0.009001	0.070703	0.009664	0.009094	0.009062
900	0.009001	0.070703	0.009590	0.009064	0.009033
901	0.009001	0.070703	0.009590	0.009064	0.009033
902	0.009001	0.070703	0.009652	0.009089	0.009062
903	0.009001	0.070703	0.009614	0.009073	0.009032
904	0.009001	0.070703	0.009601	0.009068	0.009032
905	0.009001	0.070703	0.009614	0.009073	0.009032
906	0.009001	0.070703	0.009652	0.009089	0.009062
907	0.009001	0.070703	0.009722	0.009130	0.009062
908	0.009001	0.070703	0.009652	0.009089	0.009062
909	0.009001	0.070703	0.009697	0.009120	0.009062
910	0.009001	0.070703	0.009652	0.009089	0.009062
911	0.009001	0.070703	0.009627	0.009079	0.009062
912	0.009001	0.070703	0.009614	0.009073	0.009032
913	0.009001	0.070703	0.009746	0.009140	0.009062
914	0.009001	0.070703	0.009552	0.009048	0.009033
915	0.009001	0.070703	0.009570	0.009044	0.009033
916	0.009001	0.070703	0.009614	0.009073	0.009032
917	0.009001	0.070703	0.009716	0.009140	0.009082
918	0.009001	0.070703	0.009590	0.009064	0.009033
919	0.009001	0.070703	0.009664	0.009095	0.009062
920	0.009001	0.070703	0.009652	0.009089	0.009062
921	0.009001	0.070703	0.009684	0.009114	0.009062
922	0.009001	0.070703	0.009533	0.009028	0.009033
923	0.009001	0.070703	0.009590	0.009064	0.009033
924	0.009001	0.070703	0.023977	0.015146	0.012014
