Query	B+-Tree	Skan	Adaptive Merging	extendend Adaptive Merging	PCM Adaptive Merging
40	0.280002	0.307422	6.056398	2.046055	1.439537
41	0.280002	0.307422	5.751039	1.952664	1.377948
42	0.280002	0.307422	5.494675	1.874733	1.326502
43	0.280002	0.307422	5.244551	1.798903	1.276472
44	0.280002	0.307422	4.971734	1.716750	1.222115
45	0.280002	0.307422	4.749058	1.648460	1.176944
46	0.280002	0.307422	4.520592	1.579222	1.131319
47	0.280002	0.307422	4.312292	1.515626	1.089253
48	0.280002	0.307422	4.110656	1.454889	1.049240
49	0.280002	0.307422	3.924408	1.398150	1.011672
50	0.280002	0.307422	3.769609	1.351283	0.980722
51	0.280002	0.307422	3.550695	1.284227	0.936600
52	0.280002	0.307422	3.391302	1.235871	0.904503
53	0.280002	0.307422	3.244346	1.191427	0.875266
54	0.280002	0.307422	3.103031	1.147893	0.846419
55	0.280002	0.307422	2.980897	1.111309	0.822306
56	0.280002	0.307422	2.825672	1.064326	0.791469
57	0.280002	0.307422	2.697662	1.024772	0.765243
58	0.280002	0.307422	2.590071	0.992021	0.743641
59	0.280002	0.307422	2.450477	0.949769	0.715819
60	0.280002	0.307422	2.347129	0.918143	0.694955
61	0.280002	0.307422	2.253380	0.889541	0.675970
62	0.280002	0.307422	2.152483	0.859532	0.656306
63	0.280002	0.307422	2.022229	0.819383	0.629850
64	0.280002	0.307422	1.959220	0.800506	0.617309
65	0.280002	0.307422	1.881548	0.776935	0.601802
66	0.280002	0.307422	1.810965	0.755530	0.587777
67	0.280002	0.307422	1.723526	0.728951	0.570164
68	0.280002	0.307422	1.626322	0.699101	0.550548
69	0.280002	0.307422	1.575152	0.683057	0.540059
70	0.280002	0.307422	1.520145	0.666551	0.528993
71	0.280002	0.307422	1.463117	0.649537	0.517994
72	0.280002	0.307422	1.413431	0.633783	0.507441
73	0.280002	0.307422	1.348448	0.614220	0.494616
74	0.280002	0.307422	1.285745	0.595289	0.482297
75	0.280002	0.307422	1.242486	0.581648	0.473233
76	0.280002	0.307422	1.191815	0.566439	0.463311
77	0.280002	0.307422	1.129510	0.547686	0.450876
78	0.280002	0.307422	1.118375	0.544129	0.448593
79	0.280002	0.307422	1.070131	0.528798	0.438672
80	0.280002	0.307422	1.019501	0.513685	0.428633
81	0.280002	0.307422	0.994244	0.505579	0.423322
82	0.280002	0.307422	0.947925	0.491453	0.414526
83	0.280002	0.307422	0.920695	0.482439	0.408750
84	0.280002	0.307422	0.884098	0.470484	0.401036
85	0.280002	0.307422	0.855497	0.462080	0.395718
86	0.280002	0.307422	0.833965	0.454941	0.391258
87	0.280002	0.307422	0.803744	0.445099	0.384914
88	0.280002	0.307422	0.776319	0.437039	0.379937
89	0.280002	0.307422	0.742474	0.425951	0.372733
90	0.280002	0.307422	0.728942	0.421557	0.369992
91	0.280002	0.307422	0.700627	0.413217	0.364677
92	0.280002	0.307422	0.672004	0.403807	0.358671
93	0.280002	0.307422	0.663443	0.400947	0.356959
94	0.280002	0.307422	0.641880	0.393894	0.352382
95	0.280002	0.307422	0.630817	0.390305	0.350095
96	0.280002	0.307422	0.598383	0.380614	0.344094
97	0.280002	0.307422	0.599490	0.380948	0.344150
98	0.280002	0.307422	0.576356	0.373371	0.339465
99	0.280002	0.307422	0.559950	0.367985	0.335918
100	0.280002	0.307422	0.550463	0.364920	0.333975
101	0.280002	0.307422	0.532882	0.360005	0.330944
102	0.280002	0.307422	0.519325	0.355696	0.328147
103	0.280002	0.307422	0.500146	0.349250	0.324086
104	0.280002	0.307422	0.496941	0.348374	0.323516
105	0.280002	0.307422	0.480628	0.342912	0.319965
106	0.280002	0.307422	0.469453	0.339211	0.317738
107	0.280002	0.307422	0.465567	0.338096	0.316998
108	0.280002	0.307422	0.459640	0.335986	0.315680
109	0.280002	0.307422	0.443985	0.331948	0.313056
110	0.280002	0.307422	0.437558	0.329727	0.311735
111	0.280002	0.307422	0.430896	0.327551	0.310362
112	0.280002	0.307422	0.427458	0.326439	0.309503
113	0.280002	0.307422	0.417762	0.323332	0.307563
114	0.280002	0.307422	0.406936	0.319704	0.305216
115	0.280002	0.307422	0.405008	0.319106	0.304877
116	0.280002	0.307422	0.399951	0.317368	0.303847
117	0.280002	0.307422	0.397426	0.316730	0.303448
118	0.280002	0.307422	0.390818	0.314382	0.301960
119	0.280002	0.307422	0.386062	0.312895	0.300932
120	0.280002	0.307422	0.379071	0.310554	0.299558
121	0.280002	0.307422	0.370296	0.307647	0.297673
122	0.280002	0.307422	0.364921	0.307024	0.297275
123	0.280002	0.307422	0.368434	0.307059	0.297329
124	0.280002	0.307422	0.359746	0.305169	0.296128
125	0.280002	0.307422	0.356638	0.304222	0.295443
126	0.280002	0.307422	0.348966	0.301642	0.293899
127	0.280002	0.307422	0.348142	0.301372	0.293726
128	0.280002	0.307422	0.341624	0.299228	0.292355
129	0.280002	0.307422	0.343790	0.300066	0.292818
130	0.280002	0.307422	0.341272	0.299154	0.292187
131	0.280002	0.307422	0.334611	0.296978	0.290814
132	0.280002	0.307422	0.335177	0.297099	0.290984
133	0.280002	0.307422	0.328372	0.294891	0.289610
134	0.280002	0.307422	0.328487	0.295009	0.289610
135	0.280002	0.307422	0.324325	0.293557	0.288754
136	0.280002	0.307422	0.324934	0.293779	0.288752
137	0.280002	0.307422	0.323973	0.293483	0.288585
138	0.280002	0.307422	0.322749	0.293032	0.288412
139	0.280002	0.307422	0.316016	0.290840	0.287039
140	0.280002	0.307422	0.316320	0.291091	0.287157
141	0.280002	0.307422	0.316697	0.291079	0.287038
142	0.280002	0.307422	0.311502	0.289315	0.286013
143	0.280002	0.307422	0.311754	0.289458	0.286008
144	0.280002	0.307422	0.309755	0.288845	0.285668
145	0.280002	0.307422	0.307427	0.288066	0.285155
146	0.280002	0.307422	0.306883	0.287854	0.285151
147	0.280002	0.307422	0.305236	0.287314	0.284808
148	0.280002	0.307422	0.304483	0.287060	0.284637
149	0.280002	0.307422	0.303236	0.286700	0.284297
150	0.280002	0.307422	0.302979	0.286551	0.284296
151	0.280002	0.307422	0.301589	0.286160	0.283953
152	0.280002	0.307422	0.300793	0.285804	0.283783
153	0.280002	0.307422	0.300479	0.285827	0.283780
154	0.280002	0.307422	0.297822	0.284883	0.283264
155	0.280002	0.307422	0.296855	0.284582	0.282921
156	0.280002	0.307422	0.297284	0.284676	0.283096
157	0.280002	0.307422	0.296718	0.284556	0.282926
158	0.280002	0.307422	0.294598	0.283819	0.282579
159	0.280002	0.307422	0.295823	0.284270	0.282753
160	0.280002	0.307422	0.295708	0.284152	0.282753
161	0.280002	0.307422	0.294032	0.283698	0.282409
162	0.280002	0.307422	0.293775	0.283549	0.282408
163	0.280002	0.307422	0.292127	0.283009	0.282064
164	0.280002	0.307422	0.291704	0.282920	0.281895
165	0.280002	0.307422	0.291798	0.282844	0.281892
166	0.280002	0.307422	0.291089	0.282691	0.281720
167	0.280002	0.307422	0.291278	0.282825	0.281839
168	0.280002	0.307422	0.290199	0.282411	0.281554
169	0.280002	0.307422	0.290265	0.282421	0.281549
170	0.280002	0.307422	0.290551	0.282484	0.281722
171	0.280002	0.307422	0.289441	0.282151	0.281377
172	0.280002	0.307422	0.289842	0.282332	0.281551
173	0.280002	0.307422	0.289261	0.282023	0.281382
174	0.280002	0.307422	0.289441	0.282151	0.281377
175	0.280002	0.307422	0.288337	0.281824	0.281209
176	0.280002	0.307422	0.288080	0.281674	0.281208
177	0.280002	0.307422	0.288151	0.281690	0.281208
178	0.280002	0.307422	0.287728	0.281601	0.281039
179	0.280002	0.307422	0.287865	0.281627	0.281035
180	0.280002	0.307422	0.286970	0.281341	0.280863
181	0.280002	0.307422	0.368812	0.307049	0.297975
