T	Czas wstawiania	Czas wyszukiwania	Całkowity czas	Całkowity czas LSM
1	11.276336	7.931340	19.207676	21.905924
2	7.077671	8.142540	15.220211	21.905924
3	7.077671	8.142540	15.220211	21.905924
4	7.077671	8.142540	15.220211	21.905924
5	6.827889	8.177520	15.005409	21.905924
10	3.771998	9.244740	13.016738	21.905924
15	3.771998	9.244740	13.016738	21.905924
20	3.771998	9.244740	13.016738	21.905924
25	2.787642	9.420960	12.208602	21.905924
50	0.758843	13.921500	14.680343	21.905924
