T	Czas wstawiania	Czas wyszukiwania	Całkowity czas	Całkowity czas LSM
1	4.835072	29.865500	34.700572	34.700572
2	4.835072	29.865500	34.700572	34.700572
3	4.835072	29.865500	34.700572	34.700572
4	4.835072	29.865500	34.700572	34.700572
5	4.835072	29.865500	34.700572	34.700572
10	4.835072	29.865500	34.700572	34.700572
15	4.835072	29.865500	34.700572	34.700572
20	4.835072	29.865500	34.700572	34.700572
25	4.835072	29.865500	34.700572	34.700572
50	4.835072	29.865500	34.700572	34.700572
