T	Czas wstawiania	Czas wyszukiwania	Całkowity czas	Całkowity czas LSM
1	4.948992	11.135376	16.084368	16.084368
2	4.948992	11.135376	16.084368	16.084368
3	4.948992	11.135376	16.084368	16.084368
4	4.948992	11.135376	16.084368	16.084368
5	4.948992	11.135376	16.084368	16.084368
10	4.948992	11.135376	16.084368	16.084368
15	4.948992	11.135376	16.084368	16.084368
20	4.948992	11.135376	16.084368	16.084368
25	4.948992	11.135376	16.084368	16.084368
50	4.948992	11.135376	16.084368	16.084368
