T	Czas wstawiania	Czas wyszukiwania	Całkowity czas	Całkowity czas LSM
1	1.580800	3.139684	4.720484	4.720484
2	1.580800	3.139684	4.720484	4.720484
3	1.580800	3.139684	4.720484	4.720484
4	1.580800	3.139684	4.720484	4.720484
5	1.580800	3.139684	4.720484	4.720484
10	1.580800	3.139684	4.720484	4.720484
15	1.580800	3.139684	4.720484	4.720484
20	1.580800	3.139684	4.720484	4.720484
25	1.580800	3.139684	4.720484	4.720484
50	1.580800	3.139684	4.720484	4.720484
