T	Czas wstawiania	Czas wyszukiwania	Całkowity czas	Całkowity czas LSM
1	1.580800	1.569842	3.150642	3.150642
2	1.580800	1.569842	3.150642	3.150642
3	1.580800	1.569842	3.150642	3.150642
4	1.580800	1.569842	3.150642	3.150642
5	1.580800	1.569842	3.150642	3.150642
10	1.580800	1.569842	3.150642	3.150642
15	1.580800	1.569842	3.150642	3.150642
20	1.580800	1.569842	3.150642	3.150642
25	1.580800	1.569842	3.150642	3.150642
50	1.580800	1.569842	3.150642	3.150642
