T	Czas wstawiania	Czas wyszukiwania	Całkowity czas	Całkowity czas LSM
1	11.276336	15.862680	27.139016	29.829345
2	7.077671	16.285080	23.362752	29.829345
3	7.077671	16.285080	23.362752	29.829345
4	7.077671	16.285080	23.362752	29.829345
5	6.827889	16.355040	23.182929	29.829345
10	3.771998	18.489480	22.261478	29.829345
15	3.771998	18.489480	22.261478	29.829345
20	3.771998	18.489480	22.261478	29.829345
25	2.787642	18.841920	21.629562	29.829345
50	0.758843	27.843000	28.601843	29.829345
