T	Czas wstawiania	Czas wyszukiwania	Całkowity czas	Całkowity czas LSM
1	34.551181	28.427560	62.978741	71.278273
2	21.600352	29.637160	51.237512	71.278273
3	21.600352	29.637160	51.237512	71.278273
4	21.600352	29.637160	51.237512	71.278273
5	20.829966	29.837500	50.667466	71.278273
10	11.404764	35.949760	47.354524	71.278273
15	11.404764	35.949760	47.354524	71.278273
20	11.404764	35.949760	47.354524	71.278273
25	8.368815	36.959020	45.327835	71.278273
50	2.111522	62.734840	64.846362	71.278273
