T	Czas wstawiania	Czas wyszukiwania	Całkowity czas	Całkowity czas LSM
1	4.948992	27.838440	32.787432	32.787432
2	4.948992	27.838440	32.787432	32.787432
3	4.948992	27.838440	32.787432	32.787432
4	4.948992	27.838440	32.787432	32.787432
5	4.948992	27.838440	32.787432	32.787432
10	4.948992	27.838440	32.787432	32.787432
15	4.948992	27.838440	32.787432	32.787432
20	4.948992	27.838440	32.787432	32.787432
25	4.948992	27.838440	32.787432	32.787432
50	4.948992	27.838440	32.787432	32.787432
