T	Czas wstawiania	Czas wyszukiwania	Całkowity czas	Całkowity czas LSM
1	4.835072	74.663750	79.498822	79.498822
2	4.835072	74.663750	79.498822	79.498822
3	4.835072	74.663750	79.498822	79.498822
4	4.835072	74.663750	79.498822	79.498822
5	4.835072	74.663750	79.498822	79.498822
10	4.835072	74.663750	79.498822	79.498822
15	4.835072	74.663750	79.498822	79.498822
20	4.835072	74.663750	79.498822	79.498822
25	4.835072	74.663750	79.498822	79.498822
50	4.835072	74.663750	79.498822	79.498822
