T	Czas wstawiania	Czas wyszukiwania	Całkowity czas	Całkowity czas LSM
1	4.835072	5.973100	10.808172	10.808172
2	4.835072	5.973100	10.808172	10.808172
3	4.835072	5.973100	10.808172	10.808172
4	4.835072	5.973100	10.808172	10.808172
5	4.835072	5.973100	10.808172	10.808172
10	4.835072	5.973100	10.808172	10.808172
15	4.835072	5.973100	10.808172	10.808172
20	4.835072	5.973100	10.808172	10.808172
25	4.835072	5.973100	10.808172	10.808172
50	4.835072	5.973100	10.808172	10.808172
