T	Czas wstawiania	Czas wyszukiwania	Całkowity czas	Całkowity czas LSM
1	35.365541	28.430784	63.796325	72.316590
2	22.106560	29.121984	51.228544	72.316590
3	22.106560	29.121984	51.228544	72.316590
4	22.106560	29.121984	51.228544	72.316590
5	21.317770	29.236464	50.554234	72.316590
10	11.667583	32.729184	44.396767	72.316590
15	11.667583	32.729184	44.396767	72.316590
20	11.667583	32.729184	44.396767	72.316590
25	8.559088	33.305904	41.864992	72.316590
50	2.152355	48.034944	50.187299	72.316590
