T	Czas wstawiania	Czas wyszukiwania	Całkowity czas	Całkowity czas LSM
1	4.948992	5.567688	10.516680	10.516680
2	4.948992	5.567688	10.516680	10.516680
3	4.948992	5.567688	10.516680	10.516680
4	4.948992	5.567688	10.516680	10.516680
5	4.948992	5.567688	10.516680	10.516680
10	4.948992	5.567688	10.516680	10.516680
15	4.948992	5.567688	10.516680	10.516680
20	4.948992	5.567688	10.516680	10.516680
25	4.948992	5.567688	10.516680	10.516680
50	4.948992	5.567688	10.516680	10.516680
