Query	FD-Tree	Skan	Adaptive Merging	Lazy Adaptive Merging
1	0.005518	0.044200	0.438478	0.077967
2	0.005518	0.044200	0.475992	0.115533
3	0.005518	0.044200	0.473430	0.113026
4	0.005518	0.044200	0.414164	0.153603
5	0.005518	0.044200	0.478121	0.117599
6	0.005518	0.044200	0.469432	0.108977
7	0.005518	0.044200	0.451064	0.190663
8	0.005518	0.044200	0.474297	0.113729
9	0.005518	0.044200	0.283288	0.103081
10	0.005518	0.044200	0.211768	0.231603
11	0.005518	0.044200	0.272955	0.092852
12	0.005518	0.044200	0.297572	0.117311
13	0.005518	0.044200	0.293778	0.113565
14	0.005518	0.044200	0.222631	0.242476
15	0.005518	0.044200	0.273819	0.093698
16	0.005518	0.044200	0.211531	0.131244
17	0.005518	0.044200	0.252539	0.272294
18	0.005518	0.044200	0.279416	0.099232
19	0.005518	0.044200	0.278200	0.098049
20	0.005518	0.044200	0.220190	0.340091
21	0.005518	0.044200	0.258875	0.078612
22	0.005518	0.044200	0.272555	0.092338
23	0.005518	0.044200	0.309051	0.128876
24	0.005518	0.044200	0.328932	0.148787
25	0.005518	0.044200	0.282105	0.102011
26	0.005518	0.044200	0.272809	0.092538
27	0.005518	0.044200	0.278610	0.098391
28	0.005518	0.044200	0.380117	0.199940
29	0.005518	0.044200	0.261259	0.081104
30	0.005518	0.044200	0.273848	0.093747
31	0.005518	0.044200	0.279650	0.099395
32	0.005518	0.044200	0.413063	0.232838
33	0.005518	0.044200	0.259993	0.079810
34	0.005518	0.044200	0.269416	0.089262
35	0.005518	0.044200	0.277778	0.097659
36	0.005518	0.044200	0.447528	0.267451
37	0.005518	0.044200	0.257995	0.077750
38	0.005518	0.044200	0.266025	0.085831
39	0.005518	0.044200	0.276258	0.096085
40	0.005518	0.044200	0.664486	0.484371
41	0.005518	0.044200	0.271190	0.091083
42	0.005518	0.044200	0.260984	0.080710
43	0.005518	0.044200	0.272130	0.091877
44	0.005518	0.044200	0.319062	0.138869
45	0.005518	0.044200	0.244701	0.064524
46	0.005518	0.044200	0.259771	0.079624
47	0.005518	0.044200	0.259896	0.079798
48	0.005518	0.044200	0.268738	0.088663
49	0.005518	0.044200	0.358088	0.177839
50	0.005518	0.044200	0.244221	0.064030
51	0.005518	0.044200	0.252123	0.071952
52	0.005518	0.044200	0.260025	0.079888
53	0.005518	0.044200	0.266258	0.086153
54	0.005518	0.044200	0.404711	0.224634
55	0.005518	0.044200	0.251035	0.070780
56	0.005518	0.044200	0.258630	0.078406
57	0.005518	0.044200	0.226544	0.046353
58	0.005518	0.044200	0.264864	0.084711
59	0.005518	0.044200	0.424715	0.244578
60	0.005518	0.044200	0.242653	0.062546
61	0.005518	0.044200	0.250555	0.070274
62	0.005518	0.044200	0.249464	0.069202
63	0.005518	0.044200	0.264386	0.084169
64	0.005518	0.044200	0.236943	0.674480
65	0.005518	0.044200	0.240957	0.060794
66	0.005518	0.044200	0.245035	0.064894
67	0.005518	0.044200	0.255367	0.075257
68	0.005518	0.044200	0.261170	0.081089
69	0.005518	0.044200	0.309492	0.129223
70	0.005518	0.044200	0.224064	0.043817
71	0.005518	0.044200	0.233003	0.052800
72	0.005518	0.044200	0.242425	0.062246
73	0.005518	0.044200	0.254888	0.074724
74	0.005518	0.044200	0.258258	0.078129
75	0.005518	0.044200	0.342870	0.162761
76	0.005518	0.044200	0.222800	0.042713
77	0.005518	0.044200	0.232701	0.052430
78	0.005518	0.044200	0.240251	0.060008
79	0.005518	0.044200	0.250152	0.069934
80	0.005518	0.044200	0.259298	0.079091
81	0.005518	0.044200	0.222320	0.042143
82	0.005518	0.044200	0.370041	0.189900
83	0.005518	0.044200	0.233565	0.053458
84	0.005518	0.044200	0.242987	0.062874
85	0.005518	0.044200	0.221536	0.041441
86	0.005518	0.044200	0.240856	0.060578
87	0.005518	0.044200	0.255298	0.075059
88	0.005518	0.044200	0.417579	0.237360
89	0.005518	0.044200	0.213632	0.033441
90	0.005518	0.044200	0.231085	0.050906
91	0.005518	0.044200	0.237945	0.057796
92	0.005518	0.044200	0.220448	0.040333
93	0.005518	0.044200	0.238374	0.058252
94	0.005518	0.044200	0.253298	0.073213
95	0.005518	0.044200	0.219536	0.039261
96	0.005518	0.044200	0.213960	0.833709
97	0.005518	0.044200	0.229387	0.049150
98	0.005518	0.044200	0.219056	0.038841
99	0.005518	0.044200	0.229993	0.049802
100	0.005518	0.044200	0.243974	0.063807
101	0.005518	0.044200	0.212366	0.032225
102	0.005518	0.044200	0.249170	0.069043
103	0.005518	0.044200	0.215840	0.035719
104	0.005518	0.044200	0.290324	0.110229
105	0.005518	0.044200	0.231211	0.051132
106	0.005518	0.044200	0.215840	0.035569
107	0.005518	0.044200	0.229515	0.049274
108	0.005518	0.044200	0.211104	0.030875
109	0.005518	0.044200	0.237112	0.056899
110	0.005518	0.044200	0.249426	0.069231
111	0.005518	0.044200	0.210192	0.030017
112	0.005518	0.044200	0.331352	0.151199
