Query	FD-Tree	Skan	Adaptive Merging	Lazy Adaptive Merging
1	0.019865	0.159120	0.460850	0.246189
2	0.019865	0.159120	0.579376	0.364902
3	0.019865	0.159120	0.571228	0.356948
4	0.019865	0.159120	0.699830	0.484989
5	0.019865	0.159120	0.586096	0.371398
6	0.019865	0.159120	0.558716	0.344257
7	0.019865	0.159120	0.416413	0.602148
8	0.019865	0.159120	0.574076	0.359214
9	0.019865	0.159120	0.432918	0.325719
10	0.019865	0.159120	0.438441	0.731393
11	0.019865	0.159120	0.400286	0.293462
12	0.019865	0.159120	0.478023	0.370630
13	0.019865	0.159120	0.466027	0.358807
14	0.019865	0.159120	0.872931	0.765920
15	0.019865	0.159120	0.403127	0.296238
16	0.019865	0.159120	0.522145	0.414658
17	0.019865	0.159120	0.467435	0.860099
18	0.019865	0.159120	0.420860	0.313741
19	0.019865	0.159120	0.417020	0.310023
20	0.019865	0.159120	0.480979	1.074169
21	0.019865	0.159120	0.356049	0.248649
22	0.019865	0.159120	0.399249	0.292014
23	0.019865	0.159120	0.514427	0.407343
24	0.019865	0.159120	0.577265	0.470290
25	0.019865	0.159120	0.429462	0.322674
26	0.019865	0.159120	0.400163	0.292734
27	0.019865	0.159120	0.418411	0.311169
28	0.019865	0.159120	0.438960	0.631870
29	0.019865	0.159120	0.363691	0.256679
30	0.019865	0.159120	0.403504	0.296686
31	0.019865	0.159120	0.421752	0.314380
32	0.019865	0.159120	0.443056	0.735793
33	0.019865	0.159120	0.359805	0.252693
34	0.019865	0.159120	0.389564	0.282553
35	0.019865	0.159120	0.415953	0.309071
36	0.019865	0.159120	0.451952	0.845221
37	0.019865	0.159120	0.353553	0.246218
38	0.019865	0.159120	0.378966	0.271818
39	0.019865	0.159120	0.411153	0.304077
40	0.019865	0.159120	0.437122	1.530254
41	0.019865	0.159120	0.395279	0.288440
42	0.019865	0.159120	0.363107	0.255663
43	0.019865	0.159120	0.398174	0.290810
44	0.019865	0.159120	0.546437	0.439289
45	0.019865	0.159120	0.311743	0.204652
46	0.019865	0.159120	0.359275	0.252292
47	0.019865	0.159120	0.359728	0.252918
48	0.019865	0.159120	0.387576	0.280852
49	0.019865	0.159120	0.669733	0.562383
50	0.019865	0.159120	0.310283	0.203142
51	0.019865	0.159120	0.335236	0.228167
52	0.019865	0.159120	0.360188	0.253242
53	0.019865	0.159120	0.379857	0.273026
54	0.019865	0.159120	0.417021	0.710290
55	0.019865	0.159120	0.331857	0.224486
56	0.019865	0.159120	0.355842	0.248579
57	0.019865	0.159120	0.254573	0.147432
58	0.019865	0.159120	0.375511	0.268507
59	0.019865	0.159120	0.480305	0.773359
60	0.019865	0.159120	0.305445	0.198606
61	0.019865	0.159120	0.330398	0.222933
62	0.019865	0.159120	0.327011	0.219610
63	0.019865	0.159120	0.374059	0.266824
64	0.019865	0.159120	0.382061	1.484712
65	0.019865	0.159120	0.300146	0.193105
66	0.019865	0.159120	0.313079	0.206118
67	0.019865	0.159120	0.345704	0.238858
68	0.019865	0.159120	0.363960	0.257215
69	0.019865	0.159120	0.516555	0.409133
70	0.019865	0.159120	0.246854	0.139512
71	0.019865	0.159120	0.275140	0.167956
72	0.019865	0.159120	0.304893	0.197795
73	0.019865	0.159120	0.344252	0.237205
74	0.019865	0.159120	0.354821	0.247903
75	0.019865	0.159120	0.622071	0.515225
76	0.019865	0.159120	0.242976	0.136209
77	0.019865	0.159120	0.274187	0.166758
78	0.019865	0.159120	0.298142	0.190814
79	0.019865	0.159120	0.329353	0.222111
80	0.019865	0.159120	0.358161	0.250963
81	0.019865	0.159120	0.241517	0.134426
82	0.019865	0.159120	0.707934	0.600973
83	0.019865	0.159120	0.277029	0.170190
84	0.019865	0.159120	0.306782	0.199921
85	0.019865	0.159120	0.239098	0.132302
86	0.019865	0.159120	0.300054	0.192596
87	0.019865	0.159120	0.345643	0.238329
88	0.019865	0.159120	0.858110	0.750868
89	0.019865	0.159120	0.214138	0.106997
90	0.019865	0.159120	0.269311	0.162213
91	0.019865	0.159120	0.290915	0.183926
92	0.019865	0.159120	0.235718	0.128851
93	0.019865	0.159120	0.292328	0.185432
94	0.019865	0.159120	0.339384	0.232624
95	0.019865	0.159120	0.232838	0.125395
96	0.019865	0.159120	0.441401	1.634044
97	0.019865	0.159120	0.264004	0.156698
98	0.019865	0.159120	0.231379	0.124152
99	0.019865	0.159120	0.265917	0.158776
100	0.019865	0.159120	0.310069	0.203014
101	0.019865	0.159120	0.210252	0.103291
102	0.019865	0.159120	0.326405	0.219494
103	0.019865	0.159120	0.221280	0.114391
104	0.019865	0.159120	0.456420	0.349625
105	0.019865	0.159120	0.269764	0.163026
106	0.019865	0.159120	0.221280	0.113851
107	0.019865	0.159120	0.264465	0.157144
108	0.019865	0.159120	0.206381	0.099103
109	0.019865	0.159120	0.288457	0.181237
110	0.019865	0.159120	0.327326	0.220171
111	0.019865	0.159120	0.203501	0.096417
112	0.019865	0.159120	0.585982	0.478978
113	0.019865	0.159120	0.218861	0.111885
114	0.019865	0.159120	0.224114	0.117246
115	0.019865	0.159120	0.216941	0.110152
116	0.019865	0.159120	0.261079	0.154319
117	0.019865	0.159120	0.303779	0.197034
118	0.019865	0.159120	0.187181	0.080436
119	0.019865	0.159120	0.323940	0.216597
120	0.019865	0.159120	0.203002	0.095681
121	0.019865	0.159120	0.391492	0.584264
122	0.019865	0.159120	0.199622	0.092510
123	0.019865	0.159120	0.235634	0.128536
124	0.019865	0.159120	0.201082	0.094013
125	0.019865	0.159120	0.258167	0.151163
126	0.019865	0.159120	0.199622	0.092654
127	0.019865	0.159120	0.280240	0.173343
128	0.019865	0.159120	0.183302	0.086277
129	0.019865	0.159120	0.321528	0.214754
130	0.019865	0.159120	0.181375	0.073968
131	0.019865	0.159120	0.828235	0.720820
132	0.019865	0.159120	0.177036	0.069686
133	0.019865	0.159120	0.200582	0.093189
134	0.019865	0.159120	0.218315	0.110987
135	0.019865	0.159120	0.209683	0.102434
136	0.019865	0.159120	0.239428	0.132244
137	0.019865	0.159120	0.187603	0.083841
138	0.019865	0.159120	0.279740	0.169285
139	0.019865	0.159120	0.179923	0.072904
140	0.019865	0.159120	0.320061	0.213100
141	0.019865	0.159120	0.175584	0.068616
142	0.019865	0.159120	0.196236	0.089296
143	0.019865	0.159120	0.308882	1.702058
144	0.019865	0.159120	0.185184	0.078432
145	0.019865	0.159120	0.230795	0.124021
146	0.019865	0.159120	0.175584	0.068119
147	0.019865	0.159120	0.194784	0.087319
148	0.019865	0.159120	0.237969	0.130612
149	0.019865	0.159120	0.182758	0.075473
150	0.019865	0.159120	0.276361	0.169026
151	0.019865	0.159120	0.174118	0.066941
152	0.019865	0.159120	0.194784	0.087614
153	0.019865	0.159120	0.275870	0.168707
154	0.019865	0.159120	0.171245	0.064118
155	0.019865	0.159120	0.194777	0.087722
156	0.019865	0.159120	0.426552	0.319501
157	0.019865	0.159120	0.182765	0.075757
158	0.019865	0.159120	0.226917	0.120006
159	0.019865	0.159120	0.156346	0.049424
160	0.019865	0.159120	0.181805	0.074948
161	0.019865	0.159120	0.249950	0.143147
162	0.019865	0.159120	0.159226	0.052445
163	0.019865	0.159120	0.180845	0.074096
164	0.019865	0.159120	0.270563	0.163076
165	0.019865	0.159120	0.159226	0.051840
166	0.019865	0.159120	0.180838	0.073437
167	0.019865	0.159120	0.294571	0.187207
168	0.019865	0.159120	0.159226	0.051926
169	0.019865	0.159120	0.177466	0.070188
170	0.019865	0.159120	0.560408	0.453145
171	0.019865	0.159120	0.152959	0.045710
172	0.019865	0.159120	0.181306	0.074136
173	0.019865	0.159120	0.170746	0.063633
174	0.019865	0.159120	0.206719	0.099563
175	0.019865	0.159120	0.161146	0.054098
176	0.019865	0.159120	0.187526	0.080493
177	0.019865	0.159120	0.220151	0.113183
178	0.019865	0.159120	0.171706	0.064745
179	0.019865	0.159120	0.162559	0.055663
180	0.019865	0.159120	0.171206	0.064332
181	0.019865	0.159120	0.251816	0.144920
182	0.019865	0.159120	0.159679	0.052805
183	0.019865	0.159120	0.187519	0.080709
184	0.019865	0.159120	0.268144	0.161356
185	0.019865	0.159120	0.156806	0.050076
186	0.019865	0.159120	0.173587	0.066115
187	0.019865	0.159120	0.167359	0.060628
188	0.019865	0.159120	0.655857	0.548428
189	0.019865	0.159120	0.163987	0.056616
190	0.019865	0.159120	0.162559	0.055173
191	0.019865	0.159120	0.166867	0.059474
192	0.019865	0.159120	0.196619	0.099062
193	0.019865	0.159120	0.165439	0.058183
194	0.019865	0.159120	0.161107	0.053844
195	0.019865	0.159120	0.166867	0.059668
196	0.019865	0.159120	0.220605	0.113449
197	0.019865	0.159120	0.163980	0.056832
198	0.019865	0.159120	0.160140	0.052963
199	0.019865	0.159120	0.165907	0.058809
200	0.019865	0.159120	0.243637	0.136590
201	0.019865	0.159120	0.149088	0.041990
202	0.019865	0.159120	0.158227	0.051173
203	0.019865	0.159120	0.183187	0.076154
