Query	FD-Tree	Skan	Adaptive Merging	Lazy Adaptive Merging
1	0.019320	0.154742	0.361803	0.209053
2	0.019320	0.154742	0.419948	0.267380
3	0.019320	0.154742	0.484670	0.332298
4	0.019320	0.154742	0.529592	0.377430
5	0.019320	0.154742	0.406808	0.254786
6	0.019320	0.154742	0.596203	0.444405
7	0.019320	0.154742	0.595268	0.443652
8	0.019320	0.154742	0.551510	0.498564
9	0.019320	0.154742	0.396774	0.320544
10	0.019320	0.154742	0.453016	0.376940
11	0.019320	0.154742	0.273893	0.198041
12	0.019320	0.154742	0.472664	0.405488
13	0.019320	0.154742	0.537444	0.453462
14	0.019320	0.154742	0.516722	0.741416
15	0.019320	0.154742	0.318898	0.243732
16	0.019320	0.154742	0.339539	0.263029
17	0.019320	0.154742	0.428555	0.352213
18	0.019320	0.154742	0.492312	0.416166
19	0.019320	0.154742	0.265413	0.189393
20	0.019320	0.154742	0.516719	0.440881
21	0.019320	0.154742	0.530451	0.954782
22	0.019320	0.154742	0.301952	0.226436
23	0.019320	0.154742	0.328190	0.252842
24	0.019320	0.154742	0.432306	0.357042
25	0.019320	0.154742	0.284096	0.209014
26	0.019320	0.154742	0.425701	0.349261
27	0.019320	0.154742	0.517629	0.441357
28	0.019320	0.154742	0.284082	0.207964
29	0.019320	0.154742	0.422589	1.146555
30	0.019320	0.154742	0.374105	0.298253
31	0.019320	0.154742	0.282206	0.206564
32	0.019320	0.154742	0.363736	0.288206
33	0.019320	0.154742	0.452850	0.377460
34	0.019320	0.154742	0.251238	0.175932
35	0.019320	0.154742	0.482897	0.407717
36	0.019320	0.154742	0.279352	0.204340
37	0.019320	0.154742	0.441859	1.365503
38	0.019320	0.154742	0.354374	0.278200
39	0.019320	0.154742	0.251238	0.175120
40	0.019320	0.154742	0.375883	0.299989
41	0.019320	0.154742	0.274622	0.198756
42	0.019320	0.154742	0.410630	0.334918
43	0.019320	0.154742	0.492175	0.416547
44	0.019320	0.154742	0.212741	0.137323
45	0.019320	0.154742	0.405299	1.629923
46	0.019320	0.154742	0.244619	0.169355
47	0.019320	0.154742	0.328038	0.252928
48	0.019320	0.154742	0.231507	0.156495
49	0.019320	0.154742	0.367417	0.291033
50	0.019320	0.154742	0.271768	0.195608
51	0.019320	0.154742	0.373029	0.296939
52	0.019320	0.154742	0.268032	0.192054
53	0.019320	0.154742	0.425564	0.349698
54	0.019320	0.154742	0.259538	0.183784
55	0.019320	0.154742	0.406801	0.631159
56	0.019320	0.154742	0.259538	0.184008
57	0.019320	0.154742	0.284908	0.209490
58	0.019320	0.154742	0.259538	0.184260
59	0.019320	0.154742	0.323308	0.248072
60	0.019320	0.154742	0.265163	0.190053
61	0.019320	0.154742	0.361694	0.285212
62	0.019320	0.154742	0.220172	0.143746
63	0.019320	0.154742	0.462089	0.385845
64	0.019320	0.154742	0.211692	0.148958
65	0.019320	0.154742	0.954215	0.878153
66	0.019320	0.154742	0.205157	0.129179
67	0.019320	0.154742	0.331691	0.255811
68	0.019320	0.154742	0.192940	0.117158
69	0.019320	0.154742	0.232306	0.156622
70	0.019320	0.154742	0.311974	0.236346
71	0.019320	0.154742	0.215429	0.139969
72	0.019320	0.154742	0.395448	0.320072
73	0.019320	0.154742	0.190072	0.114752
74	0.019320	0.154742	0.227576	0.152382
75	0.019320	0.154742	0.434857	0.359719
76	0.019320	0.154742	0.227576	0.152536
77	0.019320	0.154742	0.255742	1.079288
78	0.019320	0.154742	0.208838	0.132482
79	0.019320	0.154742	0.293208	0.216950
80	0.019320	0.154742	0.160979	0.084749
81	0.019320	0.154742	0.208824	0.132720
82	0.019320	0.154742	0.340088	0.255616
83	0.019320	0.154742	0.181592	0.114206
84	0.019320	0.154742	0.220971	0.145091
85	0.019320	0.154742	0.358840	0.283016
86	0.019320	0.154742	0.204108	0.128382
87	0.019320	0.154742	0.431023	0.355451
88	0.019320	0.154742	0.160979	0.085463
89	0.019320	0.154742	0.200344	0.124940
90	0.019320	0.154742	0.211606	1.336230
91	0.019320	0.154742	0.182488	0.107210
92	0.019320	0.154742	0.179731	0.104565
93	0.019320	0.154742	0.284728	0.209548
94	0.019320	0.154742	0.178752	0.103698
95	0.019320	0.154742	0.176862	0.100408
96	0.019320	0.154742	0.331622	0.255238
97	0.019320	0.154742	0.178738	0.102410
98	0.019320	0.154742	0.176862	0.100618
99	0.019320	0.154742	0.371883	0.295723
100	0.019320	0.154742	0.182488	0.106398
101	0.019320	0.154742	0.171237	0.095245
102	0.019320	0.154742	0.422557	0.346607
103	0.019320	0.154742	0.149630	0.082188
104	0.019320	0.154742	0.197490	0.113186
105	0.019320	0.154742	0.186238	0.110456
106	0.019320	0.154742	0.376509	1.700811
107	0.019320	0.154742	0.167500	0.091900
108	0.019320	0.154742	0.207762	0.132218
109	0.019320	0.154742	0.234014	0.158547
110	0.019320	0.154742	0.178752	0.103327
111	0.019320	0.154742	0.168396	0.093020
112	0.019320	0.154742	0.325899	0.250621
113	0.019320	0.154742	0.145880	0.070630
114	0.019320	0.154742	0.162771	0.087605
115	0.019320	0.154742	0.204921	0.129839
116	0.019320	0.154742	0.324024	0.248991
117	0.019320	0.154742	0.153381	0.078355
118	0.019320	0.154742	0.189010	0.114005
119	0.019320	0.154742	0.171154	0.094805
120	0.019320	0.154742	0.378448	0.302107
121	0.019320	0.154742	0.167403	0.091145
122	0.019320	0.154742	0.164646	0.088521
123	0.019320	0.154742	0.173029	0.096911
