Query	FD-Tree	Skan	Adaptive Merging	Lazy Adaptive Merging
313	0.121520	0.189336	0.425171	0.348829
314	0.121520	0.189336	0.248990	0.173026
315	0.121520	0.189336	0.288355	0.212405
316	0.121520	0.189336	0.271478	0.195528
317	0.121520	0.189336	0.465417	0.389467
318	0.121520	0.189336	0.245240	0.169276
319	0.121520	0.189336	0.249872	0.173936
320	0.121520	0.189336	0.265853	0.203357
321	0.121520	0.189336	0.268624	0.201154
322	0.121520	0.189336	1.223610	1.139180
323	0.121520	0.189336	0.240496	0.164210
324	0.121520	0.189336	0.249872	0.212405
325	0.121520	0.189336	0.307121	0.192338
326	0.121520	0.189336	0.324865	0.248565
327	0.121520	0.189336	0.240496	0.164196
328	0.121520	0.189336	0.249872	0.173572
329	0.121520	0.189336	0.259248	0.182962
330	0.121520	0.189336	0.268624	0.192744
331	0.121520	0.189336	0.371715	0.295863
332	0.121520	0.189336	0.240496	0.164630
333	0.121520	0.189336	0.220765	0.144871
334	0.121520	0.189336	0.249886	0.173558
335	0.121520	0.189336	0.259248	0.183382
336	0.121520	0.189336	0.260144	0.192744
337	0.121520	0.189336	0.418566	0.334178
338	0.121520	0.189336	0.240496	0.164602
339	0.121520	0.189336	0.243267	0.167359
340	0.121520	0.189336	0.259262	0.183326
341	0.121520	0.189336	0.263894	0.187972
342	0.121520	0.189336	0.462562	0.386654
343	0.121520	0.189336	0.240510	0.164588
344	0.121520	0.189336	0.220765	0.144577
345	0.121520	0.189336	0.241392	0.165162
346	0.121520	0.189336	0.259248	0.183018
347	0.121520	0.189336	0.262019	0.185789
348	0.121520	0.189336	1.444655	1.368425
349	0.121520	0.189336	0.237656	0.161426
350	0.121520	0.189336	0.220765	0.144535
351	0.121520	0.189336	0.241392	0.165106
352	0.121520	0.189336	0.252643	0.176371
353	0.121520	0.189336	0.263894	0.187622
354	0.121520	0.189336	0.322024	0.245710
355	0.121520	0.189336	0.220765	0.144661
356	0.121520	0.189336	0.232016	0.155884
357	0.121520	0.189336	0.243267	0.167219
358	0.121520	0.189336	0.254518	0.178540
359	0.121520	0.189336	0.217910	0.141792
360	0.121520	0.189336	0.260144	0.184236
361	0.121520	0.189336	0.365125	0.289189
362	0.121520	0.189336	0.232926	0.156962
363	0.121520	0.189336	0.220779	0.144885
364	0.121520	0.189336	0.234787	0.158865
365	0.121520	0.189336	0.254518	0.178414
366	0.121520	0.189336	0.217910	0.142030
367	0.121520	0.189336	0.260144	0.184208
368	0.121520	0.189336	0.407232	0.331296
369	0.121520	0.189336	0.217910	0.161538
370	0.121520	0.189336	0.232016	0.136139
371	0.121520	0.189336	0.238538	0.162378
372	0.121520	0.189336	0.217910	0.141736
373	0.121520	0.189336	0.250768	0.174552
374	0.121520	0.189336	0.257290	0.181116
375	0.121520	0.189336	0.217910	0.141708
376	0.121520	0.189336	0.450332	0.374158
377	0.121520	0.189336	0.232912	0.156738
378	0.121520	0.189336	0.212285	0.136195
379	0.121520	0.189336	0.238538	0.162392
380	0.121520	0.189336	0.217910	0.141680
381	0.121520	0.189336	0.244163	0.168073
382	0.121520	0.189336	0.261040	0.184880
383	0.121520	0.189336	0.212285	0.136251
384	0.121520	0.189336	0.299852	0.137230
385	0.121520	0.189336	0.217910	0.141932
386	0.121520	0.189336	0.225411	0.149405
387	0.121520	0.189336	0.242288	0.166268
388	0.121520	0.189336	0.205680	0.136321
389	0.121520	0.189336	0.251664	0.169123
390	0.121520	0.189336	0.212299	0.136377
391	0.121520	0.189336	0.257290	0.181424
392	0.121520	0.189336	0.209430	0.133760
393	0.121520	0.189336	0.313544	0.237804
394	0.121520	0.189336	0.217910	0.142058
395	0.121520	0.189336	0.220696	0.145103
396	0.121520	0.189336	0.217910	0.142212
397	0.121520	0.189336	0.230058	0.154577
398	0.121520	0.189336	0.217910	0.142345
399	0.121520	0.189336	0.239434	0.163855
400	0.121520	0.189336	0.217924	0.142660
401	0.121520	0.189336	0.248810	0.173329
402	0.121520	0.189336	0.217924	0.142569
403	0.121520	0.189336	0.351901	0.276623
404	0.121520	0.189336	0.209430	0.134026
405	0.121520	0.189336	0.229162	0.153849
406	0.121520	0.189336	0.209430	0.134306
407	0.121520	0.189336	0.235683	0.160405
408	0.121520	0.189336	0.212285	0.137217
409	0.121520	0.189336	0.245059	0.169991
410	0.121520	0.189336	0.205694	0.130584
411	0.121520	0.189336	0.213181	0.138134
412	0.121520	0.189336	0.253539	0.173875
413	0.121520	0.189336	0.213195	0.142891
414	0.121520	0.189336	0.398752	0.323901
415	0.121520	0.189336	0.209430	0.134509
416	0.121520	0.189336	0.226321	0.151400
417	0.121520	0.189336	0.205680	0.130703
418	0.121520	0.189336	0.213181	0.138316
419	0.121520	0.189336	0.230058	0.155193
420	0.121520	0.189336	0.209430	0.134677
421	0.121520	0.189336	0.245059	0.170236
422	0.121520	0.189336	0.205694	0.130801
423	0.121520	0.189336	0.213181	0.138344
424	0.121520	0.189336	0.248810	0.173959
425	0.121520	0.189336	0.209430	0.134719
426	0.121520	0.189336	0.451228	0.376433
427	0.121520	0.189336	0.205694	0.130983
428	0.121520	0.189336	0.213181	0.138400
429	0.121520	0.189336	0.217827	0.143172
430	0.121520	0.189336	0.205680	0.130997
431	0.121520	0.189336	0.213181	0.138379
432	0.121520	0.189336	0.230058	0.155389
433	0.121520	0.189336	0.209430	0.134747
434	0.121520	0.189336	0.206590	0.131648
435	0.121520	0.189336	0.239434	0.164282
436	0.121520	0.189336	0.209430	0.134656
437	0.121520	0.189336	0.206576	0.131599
438	0.121520	0.189336	0.248824	0.173833
439	0.121520	0.189336	0.209444	0.134208
440	0.121520	0.189336	0.206576	0.131529
441	0.121520	0.189336	0.726751	0.651676
442	0.121520	0.189336	0.209430	0.134131
443	0.121520	0.189336	0.206590	0.131396
444	0.121520	0.189336	0.220682	0.145530
445	0.121520	0.189336	0.202826	0.127450
446	0.121520	0.189336	0.213181	0.137665
447	0.121520	0.189336	0.230058	0.151834
448	0.121520	0.189336	0.202826	0.143632
449	0.121520	0.189336	0.204701	0.129199
450	0.121520	0.189336	0.245059	0.169515
451	0.121520	0.189336	0.200950	0.125483
452	0.121520	0.189336	0.209430	0.133886
453	0.121520	0.189336	0.206576	0.130913
454	0.121520	0.189336	0.248810	0.170719
455	0.121520	0.189336	0.202826	0.130528
456	0.121520	0.189336	0.204701	0.129556
457	0.121520	0.189336	0.310676	0.235244
458	0.121520	0.189336	0.200950	0.125469
459	0.121520	0.189336	0.202826	0.127296
460	0.121520	0.189336	0.213181	0.137679
461	0.121520	0.189336	0.217827	0.142311
462	0.121520	0.189336	0.200964	0.125406
463	0.121520	0.189336	0.209430	0.133844
464	0.121520	0.189336	0.206576	0.131032
465	0.121520	0.189336	0.227203	0.151589
466	0.121520	0.189336	0.205680	0.130192
467	0.121520	0.189336	0.204701	0.129213
468	0.121520	0.189336	0.206590	0.131074
469	0.121520	0.189336	0.236593	0.161175
470	0.121520	0.189336	0.205680	0.125518
471	0.121520	0.189336	0.204701	0.134012
472	0.121520	0.189336	0.206576	0.131172
473	0.121520	0.189336	0.245955	0.170509
474	0.121520	0.189336	0.200950	0.125476
475	0.121520	0.189336	0.202826	0.127366
476	0.121520	0.189336	0.204701	0.137721
477	0.121520	0.189336	0.357527	0.273594
478	0.121520	0.189336	0.200950	0.125574
479	0.121520	0.189336	0.202826	0.127450
480	0.121520	0.189336	0.204701	0.129297
481	0.121520	0.189336	0.206590	0.131102
482	0.121520	0.189336	0.217827	0.142451
483	0.121520	0.189336	0.200950	0.125469
484	0.121520	0.189336	0.202840	0.127065
485	0.121520	0.189336	0.213181	0.129199
486	0.121520	0.189336	0.227203	0.130766
487	0.121520	0.189336	0.200950	0.151253
488	0.121520	0.189336	0.202826	0.130178
