Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	365.305310	3343.327528	63.395717
3	365.305310	3413.327528	133.395717
4	365.305310	3483.327528	203.395717
5	365.305310	3553.327528	273.395717
6	365.305310	3563.827528	283.895717
7	365.305310	3598.827528	318.895717
8	365.305310	3626.827528	346.895717
9	365.305310	3682.827528	402.895717
