Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	1035.508628	1293.776249	166.155855
3	1035.508628	1477.776249	350.155855
4	1035.508628	1661.776249	534.155855
5	1035.508628	1845.776249	718.155855
6	1035.508628	1864.776249	737.155855
7	1035.508628	1947.776249	820.155855
8	1035.508628	2021.776249	894.155855
9	1035.508628	2168.776249	1041.155855
