Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	241.861742	3157.869129	39.825197
3	241.861742	3201.069129	83.025197
4	241.861742	3244.269129	126.225197
5	241.861742	3287.469129	169.425197
6	241.861742	3293.949129	175.905197
7	241.861742	3314.109129	196.065197
8	241.861742	3331.389129	213.345197
9	241.861742	3365.949129	247.905197
