Liczba zwracanych kolumn	FD-Tree	CF-Tree
2	1030.68 1019.0963
3	1030.68	1019.8218
4	1030.68	1021.2721
5	1030.68	1021.4545
6	1030.68	1022.9049
7	1030.68	1024.7173
8	1030.68	1026.5298
9	1030.68	1028.3423
10	1030.68	1028.5247
11	1030.68	1029.3407
12	1030.68	1030.7910
13	1030.68	1031.5165
14	1030.68	1031.6989
15	1030.68	1033.1493
16	1030.68	1033.8748
17	1030.68	1035.3251
18	1030.68	1036.7754
19	1030.68	1037.1390
20	1030.68	1037.5026
21	1030.68	1082.78226
