Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	3859	11018	993
3	3859	11018	993
4	3859	11018	993
5	3859	11018	993
6	3859	11018	993
7	3859	11018	993
8	3859	11018	993
9	3859	11018	993
10	3859	11018	993
11	3859	11018	993
12	3859	11018	993
13	3859	11018	993
14	3859	11018	993
15	3859	11018	993
16	3859	11018	993
17	3859	11018	993
18	3859	11018	993
19	3859	11018	993
20	3859	11018	993
21	3859	11018	993
