Liczba zwracanych kolumn	FD-Tree	CF-Tree
2	7.922091	6.305906
3	7.922091	6.341546
4	7.922091	6.412645
5	7.922091	6.421646
6	7.922091	6.492746
7	7.922091	6.581666
8	7.922091	6.670586
9	7.922091	6.759506
10	7.922091	6.768506
11	7.922091	6.808466
12	7.922091	6.879566
13	7.922091	6.915206
14	7.922091	6.924206
15	7.922091	6.995306
16	7.922091	7.030946
17	7.922091	7.102046
18	7.922091	7.173146
19	7.922091	7.190966
20	7.922091	7.208786
21	7.922091	9.428186
