Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	2320.543981	3439.726669	373.145634
3	2320.543981	3851.326669	784.745634
4	2320.543981	4262.926669	1196.345634
5	2320.543981	4674.526669	1607.945634
6	2320.543981	4716.526669	1649.945634
7	2320.543981	4901.326669	1834.745634
8	2320.543981	5066.526669	1999.945634
9	2320.543981	5396.926669	2330.345634
