Liczba zwracanych kolumn	FD-Tree	CF-Tree
2	85.899359	84.924695
3	85.899359	84.985155
4	85.899359	85.106015
5	85.899359	85.121215
6	85.899359	85.242075
7	85.899359	85.393115
8	85.899359	85.544155
9	85.899359	85.695195
10	85.899359	85.710395
11	85.899359	85.778395
12	85.899359	85.899255
13	85.899359	85.959715
14	85.899359	85.974915
15	85.899359	86.095775
16	85.899359	86.156235
17	85.899359	86.277095
18	85.899359	86.397955
19	85.899359	86.428255
20	85.899359	86.458555
21	85.899359	90.231855
