Liczba zwracanych kolumn	FD-Tree	CF-Tree
2	42.220547	9.806996
3	42.220547	9.979896
4	42.220547	10.325346
5	42.220547	10.368746
6	42.220547	10.714196
7	42.220547	11.145746
8	42.220547	11.577296
9	42.220547	12.008846
10	42.220547	12.052246
11	42.220547	12.246496
12	42.220547	12.591946
13	42.220547	12.764846
14	42.220547	12.808246
15	42.220547	13.153696
16	42.220547	13.326596
17	42.220547	13.672046
18	42.220547	14.017496
19	42.220547	14.103946
20	42.220547	14.190396
21	42.220547	24.978446
