Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	67.297695	1342.045526	11.103688
3	67.297695	1354.045526	23.103688
4	67.297695	1366.045526	35.103688
5	67.297695	1378.045526	47.103688
6	67.297695	1380.025526	49.083688
7	67.297695	1385.625526	54.683688
8	67.297695	1390.425526	59.483688
9	67.297695	1400.025526	69.083688
