Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	1192.772422	1948.304860	195.974264
3	1192.772422	2161.424860	409.094264
4	1192.772422	2374.544860	622.214264
5	1192.772422	2587.664860	835.334264
6	1192.772422	2610.704860	835.334264
7	1192.772422	2708.624860	933.254264
8	1192.772422	2795.024860	1019.654264
9	1192.772422	2967.824860	1192.454264
