Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	3416	21770	518
3	3416	21770	518
4	3416	21770	518
5	3416	21770	518
6	3416	21770	518
7	3416	21770	518
8	3416	21770	518
9	3416	21770	518
10	3416	21770	518
11	3416	21770	518
12	3416	21770	518
13	3416	21770	518
14	3416	21770	518
15	3416	21770	518
16	3416	21770	518
17	3416	21770	518
18	3416	21770	518
19	3416	21770	518
20	3416	21770	518
21	3416	21770	518
