Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	1373	4407	194
3	1373	4407	194
4	1373	4407	194
5	1373	4407	194
6	1373	4407	194
7	1373	4407	194
8	1373	4407	194
9	1373	4407	194
10	1373	4407	194
11	1373	4407	194
12	1373	4407	194
13	1373	4407	194
14	1373	4407	194
15	1373	4407	194
16	1373	4407	194
17	1373	4407	194
18	1373	4407	194
19	1373	4407	194
20	1373	4407	194
21	1373	4407	194
