Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	6.343981	3236.726669	9.145634
3	6.343981	3240.926669	13.345634
4	6.343981	3245.126669	17.545634
5	6.343981	3249.326669	21.745634
6	6.343981	3253.526669	25.945634
7	6.343981	3257.726669	30.145634
8	6.343981	3261.926669	34.345634
9	6.343981	3266.126669	38.545634
