Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	1122	8708	98
3	1122	8708	98
4	1122	8708	98
5	1122	8708	98
6	1122	8708	98
7	1122	8708	98
8	1122	8708	98
9	1122	8708	98
10	1122	8708	98
11	1122	8708	98
12	1122	8708	98
13	1122	8708	98
14	1122	8708	98
15	1122	8708	98
16	1122	8708	98
17	1122	8708	98
18	1122	8708	98
19	1122	8708	98
20	1122	8708	98
21	1122	8708	98
