Liczba zwracanych kolumn	FD-Tree	CF-Tree
2	34.718000	1.000000
3	34.718000	1.000000
4	34.718000	1.566000
5	34.718000	1.664000
6	34.718000	2.446000
7	34.718000	3.424000
8	34.718000	4.402000
9	34.718000	5.380000
10	34.718000	5.478000
11	34.718000	5.918000
12	34.718000	6.700000
13	34.718000	7.092000
14	34.718000	7.190000
15	34.718000	7.972000
16	34.718000	8.364000
17	34.718000	9.146000
18	34.718000	9.928000
19	34.718000	10.124000
20	34.718000	10.320000
21	34.718000	34.736000
