Liczba zwracanych kolumn	FD-Tree	CF-Tree
2	10.279908	2.087490
3	10.279908	2.186140
4	10.279908	2.383440
5	10.279908	2.408140
6	10.279908	2.605440
7	10.279908	2.852040
8	10.279908	3.098640
9	10.279908	3.345240
10	10.279908	3.369940
11	10.279908	3.480940
12	10.279908	3.678240
13	10.279908	3.776890
14	10.279908	3.801590
15	10.279908	3.998890
16	10.279908	4.097540
17	10.279908	4.294840
18	10.279908	4.492140
19	10.279908	4.541490
20	10.279908	4.590840
21	10.279908	10.755440
