Liczba zwracanych kolumn	FD-Tree	CF-Tree
2	36.323931	6.625586
3	36.323931	6.980726
4	36.323931	7.691006
5	36.323931	7.779926
6	36.323931	8.490205
7	36.323931	9.377965
8	36.323931	10.265725
9	36.323931	11.153485
10	36.323931	11.242405
11	36.323931	11.642005
12	36.323931	12.352285
13	36.323931	12.707425
14	36.323931	12.796346
15	36.323931	13.506625
16	36.323931	13.861766
17	36.323931	14.572045
18	36.323931	15.282325
19	36.323931	15.459985
20	36.323931	15.637645
21	36.323931	37.830205
