Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	2387.461742	3347.949129	382.545197
3	2387.461742	3769.869129	804.465197
4	2387.461742	4191.789129	1226.385197
5	2387.461742	4613.709129	1648.305197
6	2387.461742	4656.909129	1691.505197
7	2387.461742	4846.989129	1881.585197
8	2387.461742	5016.909129	2051.505197
9	2387.461742	5355.309129	2389.905197
