Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	67.344282	633.406958	14.363399
3	67.344282	646.206958	27.163399
4	67.344282	659.006959	39.963399
5	67.344282	671.806959	52.763399
6	67.344282	674.446959	52.763399
7	67.344282	680.846958	59.163399
8	67.344282	688.766959	67.083399
9	67.344282	698.366959	76.683399
