Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	663.297695	1394.845526	106.303688
3	663.297695	1512.045526	223.503688
4	663.297695	1629.245526	340.703688
5	663.297695	1746.445526	457.903688
6	663.297695	1758.445526	469.903688
7	663.297695	1811.245526	522.703688
8	663.297695	1858.445526	569.903688
9	663.297695	1952.445526	663.903688
