Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	2.158628	1203.426249	3.455855
3	2.158628	1205.076249	5.105855
4	2.158628	1206.726249	6.755855
5	2.158628	1208.376249	8.405855
6	2.158628	1210.026249	10.055855
7	2.158628	1211.676249	11.705855
8	2.158628	1213.326249	13.355855
9	2.158628	1214.976249	15.005855
