Liczba zwracanych kolumn	FD-Tree	CF-Tree
2	5.896908	2.038190
3	5.896908	2.087540
4	5.896908	2.186190
5	5.896908	2.198540
6	5.896908	2.297190
7	5.896908	2.420490
8	5.896908	2.543790
9	5.896908	2.667090
10	5.896908	2.679440
11	5.896908	2.734940
12	5.896908	2.833590
13	5.896908	2.882940
14	5.896908	2.895290
15	5.896908	2.993940
16	5.896908	3.043290
17	5.896908	3.141940
18	5.896908	3.240590
19	5.896908	3.265290
20	5.896908	3.289990
21	5.896908	6.372290
