Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	3627.305310	3630.327528	581.395717
3	3627.305310	4274.327528	1225.395717
4	3627.305310	4918.327528	1869.395717
5	3627.305310	5562.327528	2513.395717
6	3627.305310	5632.327528	2583.395717
7	3627.305310	5926.327528	2877.395717
8	3627.305310	6185.327528	3136.395717
9	3627.305310	6703.327528	3654.395717
