Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	6677	17629	1629
3	6677	17629	1629
4	6677	17629	1629
5	6677	17629	1629
6	6677	17629	1629
7	6677	17629	1629
8	6677	17629	1629
9	6677	17629	1629
10	6677	17629	1629
11	6677	17629	1629
12	6677	17629	1629
13	6677	17629	1629
14	6677	17629	1629
15	6677	17629	1629
16	6677	17629	1629
17	6677	17629	1629
18	6677	17629	1629
19	6677	17629	1629
20	6677	17629	1629
21	6677	17629	1629
