Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	2318.791085	2052.028372	380.854901
3	2318.791085	2466.428372	795.254901
4	2318.791085	2880.828372	1209.654901
5	2318.791085	3295.228372	1624.054901
6	2318.791085	3340.028372	1624.054901
7	2318.791085	3530.428372	1814.454901
8	2318.791085	3698.428372	1982.454901
9	2318.791085	4034.428372	2318.454901
