Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	3727.597992	3611.667014	598.085046
3	3727.597992	4274.067014	1260.485046
4	3727.597992	4936.467014	1922.885046
5	3727.597992	5598.867014	2585.285046
6	3727.597992	5667.267014	2653.685046
7	3727.597992	5966.067014	2952.485046
8	3727.597992	6232.467014	3218.885046
9	3727.597992	6761.667014	3748.085046
