Liczba zwracanych kolumn	FD-Tree	CF-Tree
2	57.561047	9.979896
3	57.561047	10.325346
4	57.561047	11.015896
5	57.561047	11.102346
6	57.561047	11.792896
7	57.561047	12.655996
8	57.561047	13.519096
9	57.561047	14.382196
10	57.561047	14.468646
11	57.561047	14.857146
12	57.561047	15.547696
13	57.561047	15.893146
14	57.561047	15.979596
15	57.561047	16.670146
16	57.561047	17.015596
17	57.561047	17.706146
18	57.561047	18.396696
19	57.561047	18.569596
20	57.561047	18.742496
21	57.561047	40.318596
