Liczba zwracanych kolumn	FD-Tree	FBDSM	CF-Tree
2	235.591085	1872.828372	67.254901
3	235.591085	1917.628372	112.054901
4	235.591085	1962.428372	156.854901
5	235.591085	2007.228372	201.654901
6	235.591085	2024.028372	201.654901
7	235.591085	2057.628372	235.254901
8	235.591085	2091.228372	268.854901
9	235.591085	2141.628372	319.254901
